id,Name,titleProject_id,class,score , login , password
161 , Скоропухов Михаил Василиевич , 69 , 10и , 3 , Скоропухов_МВ , yOL5RSYc
163 , Камерцев Владимир Кириллович , 303 , 7а , 3 , Камерцев_ВК , 0BH99yeB
168 , Литвалиева Алиса Егоровна , 10 , 11и , 3 , Литвалиева_АЕ , uXdR2X0Q
174 , Личева Лиза Михайловна , 453 , 9б , 3 , Личева_ЛМ , QM5vDRm7
176 , Вереина Алла Василевна , 295 , 10и , 3 , Вереина_АВ , 68OWLboR
178 , Байнова Анастасия Вадимовна , 363 , 7б , 3 , Байнова_АВ , KphRPzA1
182 , Мужицких Ева Олеговна , 348 , 8х , 3 , Мужицких_ЕО , 5EaqWMeP
186 , Ступакова Кира Ивановна , 421 , 8и , 3 , Ступакова_КИ , RvEp8gG7
190 , Утилова Алена Андреевна , 253 , 11д , 3 , Утилова_АА , f5CE233d
196 , Стефанков Яков Евгеньевич , 318 , 10г , 3 , Стефанков_ЯЕ , KYbse6ag
198 , Семисалов Георгий Иванович , 316 , 9в , 3 , Семисалов_ГИ , MJCPguy0
204 , Старокашин Константин Петрович , 309 , 10а , 3 , Старокашин_КП , O1pEC5Q4
205 , Малтоцов Аркадий Яковлевич , 218 , 8а , 3 , Малтоцов_АЯ , ONhP4ce7
209 , Людин Руслан Аркадиевич , 498 , 7и , 3 , Людин_РА , D5MXNxr8
213 , Томилова Кристина Михайловна , 492 , 11б , 3 , Томилова_КМ , Jt4fyZQv
214 , Дистерев Валерий Валериевич , 24 , 7г , 3 , Дистерев_ВВ , ueJFNl2l
217 , Знайкова Раиса Егоровна , 148 , 11х , 3 , Знайкова_РЕ , 3owGFFAa
232 , Партенков Геннадий Павлович , 418 , 8х , 3 , Партенков_ГП , CMUNt9Zo
241 , Пурынов Евгений Петрович , 244 , 9и , 3 , Пурынов_ЕП , oaRSzp1R
243 , Скроцкая Алина Федоровна , 127 , 8г , 3 , Скроцкая_АФ , s4XaKVj2
244 , Барадулин Вадим Юрьевич , 281 , 11х , 3 , Барадулин_ВЮ , h3Kc8eCC
251 , Чибисенков Владислав Фёдорович , 375 , 8х , 3 , Чибисенков_ВФ , zTRH63WZ
258 , Эштрекова Софья Алексеевна , 76 , 9в , 3 , Эштрекова_СА , 4MB2xn7w
264 , Ребров Алексей Георгиевич , 289 , 8и , 3 , Ребров_АГ , RRnzt8V2
268 , Рудковская Инна Дмитриевна , 6 , 7т , 3 , Рудковская_ИД , HCJt9nyA
269 , Решеткина Дарья Василевна , 408 , 10и , 3 , Решеткина_ДВ , 0XPwM0sR
271 , Лазарина Алёна Федоровна , 161 , 8б , 3 , Лазарина_АФ , RxAsTp2g
273 , Чардынцева Алина Вадимовна , 135 , 10д , 3 , Чардынцева_АВ , Zvyoyj21
275 , Юрицкий Эдуард Денисович , 192 , 7д , 3 , Юрицкий_ЭД , Arua1yrA
278 , Углова Галина Романовна , 260 , 9г , 3 , Углова_ГР , 7oQtLjoS
281 , Жевайкин Евгений Адамович , 86 , 11г , 3 , Жевайкин_ЕА , kduCcc7s
285 , Коцева Кристина Николаевна , 412 , 9г , 3 , Коцева_КН , Ag6atJyh
286 , Голина Кристина Максимовна , 3 , 7х , 3 , Голина_КМ , hbNd2k5K
287 , Батрамеев Анатолий Романович , 354 , 9х , 3 , Батрамеев_АР , SLR3exPr
291 , Стебунова Юлия Романовна , 358 , 9т , 3 , Стебунова_ЮР , TlE1JP9U
293 , Гоцев Тарас Викторович , 41 , 8в , 3 , Гоцев_ТВ , ragBgEj8
295 , Чурзина Клара Егоровна , 308 , 10б , 3 , Чурзина_КЕ , eW30Jklc
297 , Утимишев Ярослав Игоревич , 239 , 11а , 3 , Утимишев_ЯИ , dUr7UaNu
301 , Корнюшин Илья Юрьевич , 44 , 10т , 3 , Корнюшин_ИЮ , r7rbYdd5
311 , Бадов Александр Аркадиевич , 217 , 10г , 3 , Бадов_АА , qdV5aTWZ
314 , Подледнова Наталья Ивановна , 112 , 11и , 3 , Подледнова_НИ , fAPP7271
315 , Садгеева Лиза Евгеньевна , 460 , 11г , 3 , Садгеева_ЛЕ , aPA9dRCT
317 , Аришев Руслан Кириллович , 379 , 10т , 3 , Аришев_РК , nQ1wqLE7
327 , Потешных Тамара Николаевна , 468 , 11в , 3 , Потешных_ТН , FW24DYal
339 , Колокатов Пётр Евгеньевич , 484 , 10в , 3 , Колокатов_ПЕ , R5aaQrbZ
344 , Рубченкова Галина Алексеевна , 190 , 9в , 3 , Рубченкова_ГА , GveAkC5P
346 , Адиотов Дмитрий Павлович , 156 , 7б , 3 , Адиотов_ДП , rqgus6Hw
347 , Тищенкова Раиса Валерьевна , 79 , 7д , 3 , Тищенкова_РВ , j4Sv2Y1t
351 , Стрижнов Алексей Евгеньевич , 385 , 11г , 3 , Стрижнов_АЕ , wC9oqgBd
359 , Мальков Юрий Евгеньевич , 228 , 7г , 3 , Мальков_ЮЕ , fpUu9zHV
361 , Мякушков Герасим Леонидович , 102 , 10т , 3 , Мякушков_ГЛ , MgAaZM0b
364 , Муниров Алексей Андреевич , 117 , 11г , 3 , Муниров_АА , 0fur4CDH
365 , Климухин Руслан Романович , 269 , 10в , 3 , Климухин_РР , Sm2fmwFe
368 , Трушитин Антон Данилович , 168 , 9х , 3 , Трушитин_АД , Pf2L5VmR
371 , Складанова Клавдия Аркадьевна , 257 , 9а , 3 , Складанова_КА , qhM0cL9x
374 , Гришалова Любовь Евгеньевна , 301 , 8т , 3 , Гришалова_ЛЕ , 96CRGr1V
380 , Куверчева Алена Ивановна , 170 , 10д , 3 , Куверчева_АИ , aon9w6tS
386 , Рапацкая Ольга Ивановна , 223 , 10г , 3 , Рапацкая_ОИ , FUdleN7C
389 , Халтанова Алена Дмитриевна , 49 , 8б , 3 , Халтанова_АД , xOnTP4RN
394 , Кадилов Геннадий Борисович , 225 , 10в , 3 , Кадилов_ГБ , xAH8Poba
395 , Гликина Алёна Эдуардовна , 454 , 9б , 3 , Гликина_АЭ , Ffw9MvLm
397 , Мозшорина Кира Дмитриевна , 65 , 8б , 3 , Мозшорина_КД , p4Ak9aOB
405 , Махометова София Викторовна , 424 , 8и , 3 , Махометова_СВ , G4W4DnLG
406 , Зызлов Геннадий Антонович , 274 , 7в , 3 , Зызлов_ГА , 84bSZfBa
409 , Бузулев Вадим Николаевич , 331 , 10д , 3 , Бузулев_ВН , jo2neBdc
410 , Ганельский Юрий Юриевич , 474 , 9д , 3 , Ганельский_ЮЮ , qx1QDOMR
414 , Коваев Руслан Михаилович , 487 , 9т , 3 , Коваев_РМ , t7wUAb8v
416 , Тишанкин Олег Адамович , 334 , 9д , 3 , Тишанкин_ОА , 4Dtom7TJ
418 , Щепанин Олег Адамович , 226 , 7а , 3 , Щепанин_ОА , mGzhnrf7
422 , Черданцева Анастасия Олеговна , 128 , 8х , 3 , Черданцева_АО , psGR1jNL
423 , Лонцова Елизавета Эдуардовна , 224 , 7х , 3 , Лонцова_ЕЭ , bQYPXg3j
427 , Чужриков Пётр Денисович , 200 , 9в , 3 , Чужриков_ПД , Zhcr7k53
428 , Никитшин Алексей Кириллович , 111 , 11и , 3 , Никитшин_АК , pl0RhRJR
431 , Юрасов Евгений Романович , 338 , 9и , 3 , Юрасов_ЕР , ZUxTFJ75
433 , Манжурина Екатерина Сергеевна , 219 , 7т , 3 , Манжурина_ЕС , eAbL4pdN
435 , Бехтерев Федор Вадимович , 137 , 9х , 3 , Бехтерев_ФВ , hrEzF7R8
436 , Годлевская Катерина Дмитриевна , 403 , 11г , 3 , Годлевская_КД , 3RaSPG35
438 , Милина Алена Петровна , 359 , 8г , 3 , Милина_АП , lzLL1LfM
441 , Желейков Вячеслав Яковлевич , 199 , 8г , 3 , Желейков_ВЯ , Zm14BXjj
442 , Шишорнина Екатерина Алексеевна , 183 , 8т , 3 , Шишорнина_ЕА , QHDnErm2
443 , Юумогулова Виолетта Игоревна , 311 , 10х , 3 , Юумогулова_ВИ , cn10VGBv
447 , Бирылов Тарас Данилович , 243 , 11а , 3 , Бирылов_ТД , J8VLLvw5
453 , Ситюков Аркадий Евгеньевич , 32 , 10в , 3 , Ситюков_АЕ , kA5QrNjY
457 , Корпункова Виолетта Сергеевна , 83 , 11а , 3 , Корпункова_ВС , CYDfRz6q
461 , Шантыкова Карина Максимовна , 198 , 10д , 3 , Шантыкова_КМ , 2v70DV2o
468 , Жукулов Михаил Денисович , 60 , 11г , 3 , Жукулов_МД , STc8NE0t
482 , Мачехин Эдуард Данилович , 19 , 7д , 3 , Мачехин_ЭД , tw9QRkz9
483 , Кодорская Раиса Ивановна , 27 , 11б , 3 , Кодорская_РИ , JkSMoE3L
484 , Кондраева Марина Ивановна , 469 , 9д , 3 , Кондраева_МИ , zl5Vy6UK
494 , Калаев Пётр Алексиевич , 68 , 8а , 3 , Калаев_ПА , 9e0O4L3t
498 , Агафьева Вера Ивановна , 352 , 11х , 3 , Агафьева_ВИ , 02LMp6oU
0 , Сербин Геннадий Михаилович , 7 , 8в , 2 , Сербин_ГМ , Fyt6HdEJ
3 , Кижняева Анна Леонидовна , 178 , 7и , 2 , Кижняева_АЛ , BqJv4f47
4 , Цывин Олег Яковлевич , 446 , 7т , 2 , Цывин_ОЯ , SBwUxj45
6 , Липковский Анатолий Иванович , 144 , 10а , 2 , Липковский_АИ , 7G8Wart5
10 , Алпеев Валентин Данилович , 323 , 8а , 2 , Алпеев_ВД , heE8xeuY
11 , Золикова Клара Игоревна , 364 , 10х , 2 , Золикова_КИ , 5xgJrQkf
14 , Ростовиков Константин Николаевич , 336 , 10а , 2 , Ростовиков_КН , SbwQX3ny
20 , Синелев Руслан Тимофеевич , 300 , 8и , 2 , Синелев_РТ , ff7tLGqG
24 , Ковторева Раиса Василевна , 482 , 9и , 2 , Ковторева_РВ , zXf0ZdOY
29 , Плясулина Оксана Андреевна , 346 , 8х , 2 , Плясулина_ОА , 1jkCEMTC
39 , Чигварина Александра Алексеевна , 428 , 10б , 2 , Чигварина_АА , J4hPEfv4
45 , Кулаженков Алексей Олегович , 367 , 10в , 2 , Кулаженков_АО , bmO1cLbg
50 , Светошев Максим Михаилович , 321 , 10х , 2 , Светошев_ММ , ON8LVz1P
53 , Бураханова Анастасия Леонидовна , 16 , 8г , 2 , Бураханова_АЛ , q9YoTrO1
58 , Аржевитова Надежда Федоровна , 242 , 10в , 2 , Аржевитова_НФ , JR6yMGpV
61 , Пашин Роман Вадимович , 204 , 10д , 2 , Пашин_РВ , OMMn9RR1
63 , Свилин Олег Виталиевич , 123 , 8в , 2 , Свилин_ОВ , 4e5lgkX1
64 , Рогоцкий Андрей Адамович , 142 , 9в , 2 , Рогоцкий_АА , dL8HjOKo
66 , Сочиникова Ксения Кирилловна , 100 , 10д , 2 , Сочиникова_КК , bxb8GnBR
76 , Лавренков Михаил Василиевич , 188 , 9б , 2 , Лавренков_МВ , GfR6OQyV
79 , Циркина Виолетта Федоровна , 231 , 9г , 2 , Циркина_ВФ , uKpJvmf2
82 , Беловолов Степан Петрович , 222 , 9д , 2 , Беловолов_СП , o1twVM3E
88 , Калыгин Степан Тимофеевич , 353 , 8и , 2 , Калыгин_СТ , gru0Z2zA
89 , Дурныгина Полина Игоревна , 72 , 8и , 2 , Дурныгина_ПИ , nFGCRz5v
90 , Антюфеева Александра Вадимовна , 347 , 8и , 2 , Антюфеева_АВ , Qr9cZN9W
95 , Беремцев Артём Антонович , 434 , 11т , 2 , Беремцев_АА , jX1k1V9B
98 , Акутникова Мария Алексеевна , 173 , 11в , 2 , Акутникова_МА , GbEHSK9q
99 , Карябкин Константин Максимович , 89 , 7и , 2 , Карябкин_КМ , am35khgE
106 , Байсарова Людмила Василевна , 215 , 11и , 2 , Байсарова_ЛВ , 6yfAYYxa
114 , Баранкин Артём Алексеевич , 382 , 9т , 2 , Баранкин_АА , 2wATYSw5
118 , Пантыкин Борис Игоревич , 245 , 9х , 2 , Пантыкин_БИ , k5mG4gDa
119 , Доутова Марина Богдановна , 189 , 11х , 2 , Доутова_МБ , 0vckVwDu
126 , Кизбабаев Эдуард Фёдорович , 415 , 11т , 2 , Кизбабаев_ЭФ , 2o7mXrZP
127 , Соурчаков Ярослав Валериевич , 268 , 8б , 2 , Соурчаков_ЯВ , m1VGAOgx
128 , Мотяшева Алена Михайловна , 404 , 7т , 2 , Мотяшева_АМ , 4A2ARK4r
129 , Горшкова Наталия Яковлевна , 340 , 11а , 2 , Горшкова_НЯ , etFH17Tr
134 , Худасов Денис Максимович , 70 , 10д , 2 , Худасов_ДМ , xsSAndp7
139 , Молкаев Василий Валериевич , 216 , 8д , 2 , Молкаев_ВВ , uXGrp2LS
140 , Яцынин Константин Тимофеевич , 285 , 7г , 2 , Яцынин_КТ , NC3b506r
142 , Шаметова Евгения Вадимовна , 463 , 7а , 2 , Шаметова_ЕВ , RyO0Rwmd
147 , Вапилина Мария Егоровна , 77 , 7д , 2 , Вапилина_МЕ , b85zoCtQ
148 , Сигутина Дарья Федоровна , 458 , 7б , 2 , Сигутина_ДФ , RSxU4A4u
152 , Ковайкова Юлия Егоровна , 75 , 10г , 2 , Ковайкова_ЮЕ , m5lCJR0o
154 , Россомахов Олег Юриевич , 56 , 8в , 2 , Россомахов_ОЮ , Fvn1pxsV
156 , Квятцева Алла Никитична , 138 , 11в , 2 , Квятцева_АН , LVxT4JRn
160 , Лазученков Василий Алексеевич , 381 , 7х , 2 , Лазученков_ВА , Z1jaE8RM
164 , Сандрыкина Анна Олеговна , 324 , 10т , 2 , Сандрыкина_АО , 5nn9Xrh3
165 , Недбайлов Алексей Денисович , 15 , 7т , 2 , Недбайлов_АД , 21rHXAhq
171 , Сачинский Валентин Кириллович , 125 , 10т , 2 , Сачинский_ВК , 1awL2S8B
172 , Тарзанова Евгения Аркадьевна , 96 , 9д , 2 , Тарзанова_ЕА , PKM4szWT
181 , Каценова Алёна Эдуардовна , 165 , 11т , 2 , Каценова_АЭ , 9SbB3Yvc
183 , Плеснецов Степан Юрьевич , 22 , 10а , 2 , Плеснецов_СЮ , 7epbJoux
189 , Гречишева Марина Андреевна , 464 , 7д , 2 , Гречишева_МА , Jhg4pqRw
193 , Гурычева Лариса Валерьевна , 489 , 9б , 2 , Гурычева_ЛВ , cCTV7OX7
195 , Кутурин Геннадий Денисович , 197 , 9в , 2 , Кутурин_ГД , Av0c72Lq
197 , Множина Людмила Василевна , 90 , 8б , 2 , Множина_ЛВ , fcJCPxV0
199 , Рогалов Альберт Валериевич , 327 , 9б , 2 , Рогалов_АВ , rBkoRs6E
200 , Черетаева Анастасия Олеговна , 341 , 9б , 2 , Черетаева_АО , Z8aQ5Gl1
206 , Кузеванова Ева Егоровна , 116 , 7д , 2 , Кузеванова_ЕЕ , TetS15Md
207 , Нурулина Алёна Егоровна , 284 , 9х , 2 , Нурулина_АЕ , tVAW7CLt
211 , Лютов Виктор Юрьевич , 288 , 11г , 2 , Лютов_ВЮ , Tt3BYcfr
219 , Пятернина Кристина Андреевна , 445 , 7и , 2 , Пятернина_КА , U77OtXlf
220 , Гусеева Карина Викторовна , 263 , 9и , 2 , Гусеева_КВ , mBreD3JD
221 , Кастева Яна Сергеевна , 108 , 7и , 2 , Кастева_ЯС , 8FWz117R
222 , Гришанин Тарас Павлович , 113 , 10т , 2 , Гришанин_ТП , LKKRj0GY
224 , Мелисин Геннадий Василиевич , 465 , 10г , 2 , Мелисин_ГВ , 698Rl60b
226 , Петов Георгий Адамович , 57 , 9а , 2 , Петов_ГА , t9Cg7QJ3
234 , Тютекин Георгий Тимофеевич , 262 , 7а , 2 , Тютекин_ГТ , 8SCDCTYw
242 , Супрутская Вероника Викторовна , 187 , 9а , 2 , Супрутская_ВВ , xj38Wrwa
245 , Точилин Дмитрий Фёдорович , 476 , 8а , 2 , Точилин_ДФ , oDerTy7N
246 , Бикмуллин Руслан Валериевич , 333 , 11т , 2 , Бикмуллин_РВ , hVprcM8y
252 , Утилов Роман Василиевич , 254 , 9х , 2 , Утилов_РВ , dYtczkJ3
254 , Визавитина Наталия Леонидовна , 101 , 10г , 2 , Визавитина_НЛ , j0JTlFrr
257 , Наторкин Валентин Данилович , 319 , 7и , 2 , Наторкин_ВД , guxUu4xR
259 , Кутаманова Кира Андреевна , 182 , 10т , 2 , Кутаманова_КА , vESlCn2O
262 , Глаголина Алиса Никитична , 249 , 9д , 2 , Глаголина_АН , 88VRHwZa
265 , Вырысалова Александра Евгеньевна , 39 , 11и , 2 , Вырысалова_АЕ , Q1tmofRj
277 , Чмареткова Полина Вадимовна , 449 , 10а , 2 , Чмареткова_ПВ , RRDlkdu9
283 , Калонин Альберт Денисович , 297 , 8б , 2 , Калонин_АД , ZRET2KeN
290 , Числин Юрий Денисович , 121 , 7в , 2 , Числин_ЮД , Amszprh0
298 , Алуханов Кирилл Фёдорович , 298 , 7т , 2 , Алуханов_КФ , xxZU5tNM
299 , Полунеев Валентин Валериевич , 307 , 8и , 2 , Полунеев_ВВ , XO92stnL
305 , Трепашова София Яковлевна , 399 , 11а , 2 , Трепашова_СЯ , V6jk2aut
307 , Польшиков Денис Игоревич , 495 , 9и , 2 , Польшиков_ДИ , 0eQJd5pT
308 , Медоусова Жанна Романовна , 252 , 7б , 2 , Медоусова_ЖР , rVzw0aXr
313 , Чебина Инна Сергеевна , 273 , 10т , 2 , Чебина_ИС , yRBT04NO
316 , Акушин Борис Павлович , 493 , 9т , 2 , Акушин_БП , uH8DTheC
318 , Гуслова Кристина Олеговна , 389 , 9в , 2 , Гуслова_КО , u1sU1bjW
324 , Люцарева Яна Аркадьевна , 376 , 11б , 2 , Люцарева_ЯА , 6hxX3oc5
333 , Аристарова Валентина Максимовна , 443 , 11г , 2 , Аристарова_ВМ , B58YtQ99
342 , Штырева Ева Олеговна , 258 , 11и , 2 , Штырева_ЕО , XZMls7V6
348 , Лозеев Илья Петрович , 205 , 10д , 2 , Лозеев_ИП , 1MrTjmlr
349 , Кобяшов Герасим Михаилович , 305 , 11т , 2 , Кобяшов_ГМ , OE6nrn19
357 , Остропиков Альберт Данилович , 157 , 8г , 2 , Остропиков_АД , kkcDZ7Fn
363 , Чериншев Александр Сергеевич , 439 , 8а , 2 , Чериншев_АС , 9qDN07wB
367 , Тюнеев Яков Фёдорович , 417 , 10т , 2 , Тюнеев_ЯФ , 0Sl00hAS
376 , Просяных Георгий Василиевич , 366 , 9в , 2 , Просяных_ГВ , p0SZET8L
379 , Тупиева Екатерина Ивановна , 400 , 7д , 2 , Тупиева_ЕИ , 0PObPAxp
385 , Шахвердов Дмитрий Антонович , 132 , 11б , 2 , Шахвердов_ДА , QTWB0arS
387 , Сторокожев Виталий Аркадиевич , 159 , 9б , 2 , Сторокожев_ВА , kS1Jr81G
398 , Брижеватов Константин Борисович , 152 , 11т , 2 , Брижеватов_КБ , 0ZpoGZqO
400 , Мисютина Валерия Эдуардовна , 368 , 9г , 2 , Мисютина_ВЭ , EXCKw3uc
413 , Шилова Надежда Викторовна , 124 , 9б , 2 , Шилова_НВ , yo8vgU6n
417 , Широпаев Валерий Сергеевич , 406 , 9б , 2 , Широпаев_ВС , u1Swz5ra
426 , Аратский Станислав Борисович , 351 , 9и , 2 , Аратский_СБ , 7Z4OUQUe
434 , Никурашин Олег Евгеньевич , 291 , 11х , 2 , Никурашин_ОЕ , S4FKd6om
439 , Воловин Борис Викторович , 350 , 7т , 2 , Воловин_БВ , jt6mKu7H
444 , Рецков Денис Денисович , 85 , 10д , 2 , Рецков_ДД , pTMTpz0x
445 , Химунина Елизавета Ивановна , 392 , 7д , 2 , Химунина_ЕИ , 3ZvvFRr4
446 , Кобрянов Александр Алексиевич , 455 , 7т , 2 , Кобрянов_АА , xKrj7tJu
451 , Нарзаркин Алексей Романович , 423 , 10т , 2 , Нарзаркин_АР , oG7edtUQ
455 , Пандурова Алиса Дмитриевна , 130 , 9б , 2 , Пандурова_АД , Um6XpaCE
456 , Жилейкин Борис Тимофеевич , 91 , 7в , 2 , Жилейкин_БТ , K6GTekr6
463 , Максимкин Федор Фёдорович , 172 , 10г , 2 , Максимкин_ФФ , 5sP9qBUc
464 , Матбиюшина Виктория Игоревна , 237 , 8д , 2 , Матбиюшина_ВИ , Lq80Hqwp
470 , Шушенкова Алёна Олеговна , 36 , 7и , 2 , Шушенкова_АО , 6WTOomMF
471 , Разроев Дмитрий Павлович , 59 , 9а , 2 , Разроев_ДП , H8sCpSOe
472 , Баззаев Анатолий Данилович , 339 , 9д , 2 , Баззаев_АД , Atsl8rrn
473 , Цекова Алла Олеговна , 50 , 8д , 2 , Цекова_АО , tm5lGCR0
478 , Ойзерская Катерина Эдуардовна , 120 , 7х , 2 , Ойзерская_КЭ , xx7FUREW
479 , Прусский Ярослав Иванович , 479 , 11б , 2 , Прусский_ЯИ , R2Meh2Je
481 , Покровов Эдуард Павлович , 312 , 8б , 2 , Покровов_ЭП , GRjeTct3
490 , Хорняков Борис Борисович , 13 , 8г , 2 , Хорняков_ББ , ee91lWyk
492 , Агаршев Ярослав Михаилович , 276 , 9т , 2 , Агаршев_ЯМ , y7O4TXY1
493 , Корюшин Пётр Антонович , 326 , 8х , 2 , Корюшин_ПА , 2rLvkZSl
495 , Ккаталкина Виолетта Егоровна , 53 , 7б , 2 , Ккаталкина_ВЕ , vXo0sBc1
497 , Миндубаева Людмила Леонидовна , 477 , 11и , 2 , Миндубаева_ЛЛ , RFmbof5R
